AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,Terrain,ValueofHome,NumberOfBuildings,NumberOfUnits,Age
1041.0,3696.0,10.38,1.05,130.0,B   ,201393.0,1.0,1.0,55.0
2116.0,-99.0,3.23,0.79,140.0,HVHZ,397310.0,1.0,1.0,65.0
1712.0,-99.0,21.93,1.56,120.0,B   ,112480.0,1.0,1.0,23.0
1478.0,-99.0,1.56,0.47,123.0,B   ,86319.0,1.0,1.0,67.0
1805.0,-99.0,2.72,1.24,140.0,HVHZ,96150.0,1.0,1.0,47.0
2149.0,3062.4,23.67,0.61,120.0,C   ,243080.0,1.0,1.0,45.0
1183.0,-99.0,7.81,1.46,140.0,HVHZ,199510.0,1.0,1.0,20.0
1857.0,-99.0,0.36,1.38,120.0,B   ,156691.0,1.0,1.0,53.0
1650.0,-99.0,1.09,2.04,110.0,B   ,55494.0,1.0,1.0,43.0
1519.0,-99.0,6.75,0.7,140.0,HVHZ,89240.0,1.0,1.0,50.0
2090.0,4276.8,0.52,0.29,123.0,B   ,247953.0,1.0,1.0,51.0
1584.0,-99.0,8.42,0.43,140.0,B   ,92056.0,1.0,1.0,46.0
3766.0,1003.2,3.39,0.6,130.0,C   ,575190.0,1.0,1.0,16.0
1260.0,5174.4,0.9,0.57,123.0,B   ,123325.0,1.0,1.0,46.0
1412.0,5121.6,8.68,0.59,140.0,B   ,168160.0,1.0,1.0,50.0
1543.0,-99.0,0.07,0.26,140.0,HVHZ,178750.0,1.0,1.0,47.0
1360.0,158.4,0.13,1.35,123.0,C   ,211678.0,1.0,1.0,54.0
1922.0,-99.0,8.42,0.86,140.0,HVHZ,228640.0,1.0,1.0,50.0
2011.0,-99.0,0.77,0.24,123.0,B   ,241484.0,1.0,1.0,50.0
1290.0,-99.0,25.98,4.19,150.0,B   ,465405.0,1.0,1.0,38.0
1080.0,3537.6,0.78,1.33,123.0,B   ,53986.0,1.0,1.0,66.0
1005.0,-99.0,5.7,0.61,140.0,B   ,84546.0,1.0,1.0,40.0
1684.0,-99.0,0.65,0.5,120.0,B   ,199571.0,1.0,1.0,34.0
1652.0,-99.0,15.65,0.97,146.0,HVHZ,578615.0,1.0,1.0,84.0
2179.0,-99.0,1.24,2.13,110.0,B   ,179761.0,1.0,1.0,36.0
2167.0,-99.0,1.54,0.33,140.0,HVHZ,231380.0,1.0,1.0,61.0
1250.0,950.4,1.35,0.6,123.0,B   ,111404.0,1.0,1.0,50.0
1251.0,-99.0,14.3,0.42,146.0,HVHZ,209597.0,2.0,1.0,77.0
2857.0,105.6,12.77,0.84,132.0,C   ,2230059.0,1.0,1.0,61.0
1066.0,-99.0,4.23,1.06,110.0,B   ,83521.0,1.0,1.0,37.0
1728.0,-99.0,9.45,1.0,130.0,B   ,105779.0,1.0,1.0,37.0
6878.0,52.8,11.6,1.37,131.0,B   ,1058616.0,1.0,1.0,27.0
1917.0,-99.0,20.05,0.93,146.0,HVHZ,180000.0,1.0,1.0,40.0
2136.0,-99.0,8.65,1.15,140.0,HVHZ,346660.0,1.0,1.0,46.0
2077.0,-99.0,0.83,0.6,123.0,B   ,250809.0,1.0,1.0,47.0
1120.0,-99.0,3.64,0.96,140.0,HVHZ,94470.0,1.0,1.0,45.0
1890.0,580.8,5.29,0.47,150.0,C   ,143800.0,1.0,2.0,59.0
1917.0,-99.0,7.71,5.87,126.0,B   ,175912.0,1.0,1.0,28.0
782.0,-99.0,0.58,0.9,120.0,B   ,55136.0,1.0,1.0,70.0
2926.0,-99.0,4.7,0.75,120.0,B   ,142135.0,1.0,1.0,17.0
1421.0,-99.0,0.79,0.37,123.0,B   ,119906.0,1.0,1.0,65.0
864.0,-99.0,2.45,0.98,140.0,HVHZ,158400.0,1.0,1.0,67.0
1144.0,3643.2,1.8,1.39,120.0,B   ,139674.0,1.0,1.0,75.0
1344.0,-99.0,4.62,0.55,140.0,HVHZ,132240.0,1.0,1.0,54.0
1252.0,-99.0,0.46,0.98,120.0,B   ,81984.0,1.0,1.0,25.0
1194.0,-99.0,7.09,0.57,146.0,HVHZ,115453.0,1.0,1.0,46.0
1949.0,-99.0,17.4,0.83,146.0,HVHZ,268295.0,1.0,1.0,64.0
3040.0,3748.8,9.78,0.79,130.0,B   ,142111.0,1.0,1.0,56.0
2292.0,-99.0,0.97,0.39,123.0,B   ,256527.0,1.0,1.0,75.0
1608.0,-99.0,9.54,0.3,130.0,B   ,129201.0,1.0,1.0,38.0
2687.0,-99.0,6.54,1.82,129.0,B   ,385770.0,1.0,1.0,31.0
4139.0,1108.8,20.98,0.56,120.0,C   ,479660.0,1.0,1.0,45.0
2184.0,-99.0,26.38,0.75,146.0,HVHZ,268120.0,1.0,1.0,23.0
1270.0,-99.0,3.43,0.6,140.0,HVHZ,180780.0,1.0,1.0,52.0
1768.0,2692.8,0.17,0.31,123.0,C   ,210128.0,1.0,1.0,28.0
1347.0,-99.0,4.11,0.82,140.0,HVHZ,150460.0,1.0,1.0,40.0
1403.0,-99.0,6.48,2.34,100.0,B   ,99433.0,1.0,1.0,37.0
2139.0,-99.0,3.39,1.0,140.0,B   ,178326.0,2.0,1.0,60.0
1350.0,-99.0,0.28,1.05,123.0,B   ,151847.0,1.0,1.0,53.0
1039.0,1636.8,0.02,1.13,123.0,B   ,180933.0,1.0,1.0,77.0
1495.0,-99.0,0.55,1.32,140.0,B   ,169694.0,1.0,1.0,39.0
2181.0,-99.0,4.52,1.38,140.0,HVHZ,311050.0,1.0,1.0,26.0
3200.0,105.6,6.71,1.15,146.0,HVHZ,1374269.0,1.0,1.0,74.0
1995.0,-99.0,1.21,1.16,110.0,B   ,131856.0,1.0,1.0,35.0
2400.0,-99.0,3.47,1.48,123.0,B   ,176055.0,1.0,1.0,36.0
1544.0,211.2,8.53,2.76,150.0,C   ,267200.0,1.0,1.0,42.0
1997.0,52.8,11.35,1.69,130.0,C   ,713524.0,1.0,1.0,52.0
860.0,264.0,0.81,1.45,120.0,B   ,142265.0,1.0,1.0,60.0
2243.0,-99.0,2.47,0.78,110.0,B   ,229332.0,1.0,1.0,35.0
4942.0,-99.0,5.19,1.16,140.0,C   ,1052441.0,1.0,1.0,47.0
1740.0,-99.0,6.51,1.34,150.0,B   ,195500.0,1.0,1.0,34.0
800.0,369.6,47.71,1.02,150.0,B   ,212805.0,1.0,1.0,73.0
1606.0,580.8,4.12,0.63,120.0,C   ,146150.0,1.0,1.0,70.0
1514.0,-99.0,5.66,0.35,140.0,HVHZ,121230.0,1.0,1.0,64.0
1616.0,-99.0,3.46,0.65,140.0,HVHZ,331890.0,1.0,1.0,46.0
850.0,-99.0,7.63,0.36,140.0,HVHZ,37400.0,1.0,1.0,50.0
1117.0,-99.0,1.91,2.05,140.0,B   ,86931.0,1.0,1.0,43.0
1924.0,-99.0,4.08,1.71,120.0,B   ,172528.0,1.0,1.0,32.0
3492.0,4065.6,0.16,0.27,123.0,B   ,381878.0,1.0,1.0,77.0
2674.0,-99.0,4.89,0.26,110.0,B   ,246776.0,1.0,1.0,32.0
5783.0,-99.0,6.08,2.1,129.0,B   ,422871.0,2.0,2.0,35.0
1170.0,475.2,9.95,1.68,120.0,C   ,280557.0,1.0,1.0,35.0
1772.0,-99.0,8.22,1.07,140.0,HVHZ,173530.0,1.0,1.0,40.0
2253.0,-99.0,4.01,0.84,140.0,HVHZ,268150.0,1.0,1.0,39.0
1425.0,-99.0,1.16,0.55,120.0,B   ,143695.0,1.0,1.0,37.0
1426.0,-99.0,2.65,1.53,140.0,B   ,100600.0,1.0,1.0,44.0
1120.0,1214.4,3.41,0.74,130.0,B   ,127100.0,1.0,1.0,44.0
1728.0,1584.0,4.79,0.5,140.0,HVHZ,318970.0,1.0,1.0,63.0
2240.0,4224.0,11.59,0.22,130.0,B   ,201073.0,1.0,2.0,33.0
2674.0,-99.0,24.7,1.15,146.0,HVHZ,412037.0,1.0,1.0,51.0
1416.0,-99.0,4.49,1.06,140.0,HVHZ,155080.0,1.0,1.0,72.0
1276.0,-99.0,2.53,0.26,140.0,B   ,185095.0,1.0,1.0,39.0
1902.0,-99.0,2.25,0.83,146.0,HVHZ,189775.0,2.0,1.0,64.0
1462.0,105.6,21.1,0.64,120.0,C   ,271150.0,1.0,1.0,44.0
5439.0,-99.0,5.13,0.85,140.0,HVHZ,831750.0,1.0,1.0,45.0
1981.0,-99.0,2.04,0.94,146.0,HVHZ,270049.0,1.0,1.0,69.0
1425.0,-99.0,1.1,1.32,130.0,B   ,147050.0,1.0,1.0,36.0
1185.0,-99.0,33.8,0.23,140.0,C   ,75329.0,1.0,1.0,18.0
1678.0,-99.0,0.81,1.85,110.0,B   ,141118.0,1.0,1.0,38.0
2710.0,-99.0,3.58,0.45,130.0,B   ,345400.0,1.0,1.0,31.0
2045.0,52.8,10.19,0.9,120.0,C   ,188920.0,1.0,1.0,33.0
2713.0,-99.0,25.11,1.17,146.0,HVHZ,425255.0,1.0,1.0,47.0
1019.0,4752.0,16.02,0.77,146.0,HVHZ,194641.0,1.0,1.0,75.0
3102.0,52.8,24.79,1.04,136.0,C   ,786148.0,1.0,1.0,24.0
1506.0,-99.0,11.73,1.04,140.0,B   ,166000.0,1.0,1.0,27.0
2212.0,-99.0,5.83,0.13,140.0,HVHZ,331360.0,1.0,1.0,28.0
1482.0,369.6,2.39,1.38,120.0,C   ,172367.0,1.0,1.0,63.0
2349.0,-99.0,3.52,1.1,140.0,B   ,295020.0,1.0,1.0,51.0
1744.0,4699.2,1.37,0.14,123.0,B   ,65809.0,1.0,1.0,69.0
2047.0,-99.0,6.94,0.5,140.0,HVHZ,220280.0,1.0,1.0,36.0
2005.0,-99.0,2.15,1.79,110.0,B   ,144600.0,1.0,1.0,27.0
1410.0,2270.4,0.35,0.86,120.0,B   ,331128.0,1.0,1.0,103.0
1950.0,-99.0,18.11,1.09,146.0,HVHZ,272788.0,1.0,1.0,36.0
1938.0,-99.0,8.33,0.92,129.0,B   ,266847.0,1.0,1.0,46.0
1286.0,-99.0,4.6,0.3,146.0,HVHZ,144299.0,1.0,1.0,75.0
1611.0,-99.0,3.67,0.53,130.0,B   ,121600.0,1.0,1.0,59.0
1119.0,-99.0,2.32,0.65,140.0,HVHZ,118310.0,1.0,1.0,74.0
2836.0,475.2,8.2,0.85,140.0,C   ,865915.0,1.0,1.0,38.0
2365.0,-99.0,0.42,0.4,146.0,HVHZ,245830.0,2.0,1.0,70.0
2043.0,633.6,49.3,2.64,150.0,B   ,744759.0,1.0,1.0,38.0
1542.0,-99.0,1.83,0.66,110.0,B   ,123412.0,1.0,1.0,30.0
1137.0,-99.0,0.75,0.75,146.0,HVHZ,144452.0,1.0,1.0,67.0
1251.0,-99.0,24.31,0.91,146.0,HVHZ,156257.0,1.0,1.0,38.0
1276.0,-99.0,1.83,0.83,123.0,B   ,57113.0,1.0,1.0,65.0
1176.0,-99.0,1.12,0.46,140.0,B   ,140301.0,1.0,1.0,31.0
806.0,-99.0,1.45,0.97,130.0,B   ,31345.0,1.0,1.0,94.0
1797.0,-99.0,0.49,0.99,123.0,B   ,142754.0,1.0,1.0,46.0
1484.0,-99.0,9.78,0.65,146.0,HVHZ,173469.0,1.0,1.0,41.0
1565.0,-99.0,8.51,0.36,146.0,HVHZ,233147.0,1.0,1.0,25.0
1805.0,2006.4,25.04,1.07,120.0,C   ,155280.0,1.0,1.0,62.0
1763.0,-99.0,2.77,0.58,140.0,HVHZ,244820.0,1.0,1.0,38.0
2846.0,-99.0,4.59,1.27,110.0,B   ,191047.0,1.0,1.0,29.0
2060.0,-99.0,5.25,0.34,140.0,HVHZ,187070.0,1.0,1.0,27.0
4895.0,-99.0,7.03,2.12,130.0,B   ,177660.0,1.0,1.0,36.0
1855.0,-99.0,1.07,1.64,123.0,B   ,175176.0,1.0,1.0,60.0
4586.0,-99.0,8.63,1.32,130.0,B   ,167960.0,1.0,1.0,46.0
1459.0,3748.8,0.6,0.29,123.0,B   ,149818.0,1.0,1.0,66.0
1818.0,4435.2,7.17,0.81,120.0,B   ,225441.0,1.0,1.0,60.0
1050.0,-99.0,7.6,0.62,140.0,HVHZ,61640.0,1.0,1.0,47.0
1582.0,-99.0,5.26,1.23,146.0,HVHZ,111241.0,1.0,1.0,71.0
2302.0,739.2,17.9,1.08,130.0,C   ,148026.0,1.0,1.0,34.0
2622.0,1108.8,5.11,0.36,120.0,C   ,174167.0,1.0,1.0,62.0
864.0,-99.0,27.39,1.11,150.0,C   ,187996.0,1.0,1.0,34.0
1194.0,-99.0,4.59,1.37,131.0,B   ,133952.0,1.0,1.0,27.0
1246.0,1267.2,1.17,1.05,123.0,B   ,160099.0,1.0,1.0,62.0
1090.0,-99.0,1.39,0.66,140.0,HVHZ,144370.0,1.0,1.0,68.0
1468.0,-99.0,0.46,1.39,130.0,B   ,85031.0,1.0,1.0,67.0
2810.0,-99.0,1.78,0.64,140.0,HVHZ,413600.0,1.0,1.0,64.0
2945.0,-99.0,2.59,1.26,140.0,HVHZ,327600.0,1.0,1.0,57.0
1345.0,-99.0,18.87,0.25,120.0,B   ,95490.0,1.0,1.0,36.0
2327.0,-99.0,23.29,1.65,146.0,HVHZ,327941.0,1.0,1.0,55.0
1872.0,-99.0,1.3,1.09,123.0,B   ,183963.0,1.0,1.0,70.0
4128.0,211.2,13.47,2.88,120.0,C   ,340280.0,1.0,1.0,57.0
1617.0,-99.0,1.87,0.77,140.0,B   ,259000.0,1.0,1.0,34.0
2290.0,-99.0,0.23,0.48,140.0,HVHZ,421410.0,1.0,1.0,59.0
2111.0,-99.0,2.57,0.22,146.0,HVHZ,208053.0,2.0,1.0,69.0
2152.0,-99.0,5.98,0.51,140.0,HVHZ,293720.0,1.0,1.0,61.0
1818.0,-99.0,2.53,1.6,150.0,B   ,131100.0,1.0,1.0,42.0
1450.0,-99.0,4.59,1.45,130.0,B   ,241850.0,1.0,1.0,28.0
1059.0,-99.0,9.46,1.14,130.0,B   ,94478.0,1.0,1.0,39.0
2044.0,-99.0,22.71,1.89,146.0,HVHZ,265054.0,1.0,1.0,19.0
2440.0,-99.0,11.91,0.97,140.0,B   ,260000.0,1.0,1.0,28.0
2112.0,-99.0,1.94,3.13,110.0,B   ,98415.0,1.0,1.0,33.0
2115.0,-99.0,2.58,0.88,140.0,HVHZ,152860.0,2.0,1.0,71.0
2370.0,1003.2,7.81,1.12,146.0,HVHZ,447192.0,1.0,1.0,98.0
1012.0,-99.0,6.35,0.38,140.0,HVHZ,108360.0,1.0,1.0,49.0
1372.0,1267.2,3.82,1.01,120.0,C   ,138229.0,1.0,1.0,75.0
2133.0,-99.0,1.06,1.21,123.0,B   ,193933.0,1.0,1.0,71.0
1248.0,-99.0,0.65,0.22,130.0,B   ,123900.0,1.0,1.0,30.0
1399.0,-99.0,0.57,1.88,110.0,B   ,114924.0,1.0,1.0,37.0
3771.0,52.8,22.01,0.68,135.0,C   ,1530002.0,2.0,2.0,38.0
2175.0,3432.0,23.36,0.45,120.0,C   ,171630.0,1.0,1.0,62.0
2149.0,-99.0,1.15,0.96,110.0,B   ,143038.0,1.0,1.0,61.0
1773.0,-99.0,1.22,1.08,123.0,B   ,216049.0,1.0,1.0,61.0
1042.0,-99.0,10.04,1.92,131.0,B   ,135040.0,1.0,1.0,24.0
1280.0,4593.6,4.08,1.0,140.0,B   ,73200.0,1.0,1.0,73.0
2081.0,4593.6,2.2,1.07,130.0,B   ,171784.0,1.0,1.0,56.0
1972.0,-99.0,5.49,0.85,146.0,HVHZ,189705.0,1.0,1.0,64.0
1544.0,-99.0,1.63,1.11,130.0,B   ,104235.0,1.0,1.0,42.0
3688.0,-99.0,10.53,1.16,131.0,B   ,208315.0,1.0,1.0,21.0
1281.0,-99.0,34.16,1.95,146.0,HVHZ,143654.0,1.0,1.0,21.0
1522.0,-99.0,5.15,0.34,140.0,HVHZ,159340.0,1.0,1.0,67.0
1769.0,-99.0,4.09,0.76,140.0,HVHZ,175360.0,1.0,2.0,50.0
1778.0,-99.0,4.36,0.9,146.0,HVHZ,168901.0,1.0,1.0,47.0
2443.0,3168.0,0.56,0.78,123.0,B   ,397958.0,1.0,1.0,58.0
2961.0,-99.0,23.28,1.44,146.0,HVHZ,686070.0,1.0,1.0,57.0
1869.0,-99.0,0.37,0.89,123.0,B   ,209707.0,1.0,1.0,41.0
1178.0,-99.0,2.69,1.17,140.0,HVHZ,101910.0,1.0,1.0,44.0
1029.0,-99.0,6.78,0.33,140.0,HVHZ,117580.0,1.0,1.0,54.0
3693.0,316.8,4.35,0.93,130.0,B   ,206695.0,3.0,1.0,29.0
1437.0,-99.0,2.58,1.0,146.0,HVHZ,193033.0,1.0,1.0,27.0
1833.0,-99.0,2.81,0.54,130.0,B   ,169500.0,1.0,1.0,67.0
2161.0,-99.0,2.58,0.99,140.0,B   ,236061.0,1.0,1.0,45.0
1998.0,-99.0,9.19,0.22,140.0,HVHZ,276380.0,1.0,1.0,29.0
2004.0,-99.0,5.45,1.74,140.0,B   ,211000.0,1.0,1.0,29.0
1227.0,-99.0,7.72,0.46,140.0,HVHZ,112580.0,1.0,1.0,43.0
2214.0,3960.0,0.95,0.83,123.0,B   ,70725.0,1.0,1.0,30.0
2160.0,105.6,5.16,2.97,130.0,C   ,338550.0,1.0,1.0,44.0
1741.0,-99.0,0.95,0.95,123.0,B   ,197141.0,1.0,1.0,45.0
2074.0,-99.0,2.38,0.19,110.0,B   ,199862.0,1.0,1.0,34.0
2925.0,-99.0,3.17,3.57,110.0,B   ,190211.0,1.0,1.0,49.0
1435.0,-99.0,27.36,0.38,146.0,HVHZ,202204.0,1.0,1.0,25.0
1228.0,-99.0,11.61,0.91,140.0,B   ,105500.0,1.0,1.0,40.0
2110.0,-99.0,0.72,1.15,120.0,B   ,120996.0,1.0,1.0,74.0
1192.0,-99.0,3.16,0.67,140.0,HVHZ,84230.0,1.0,1.0,63.0
2727.0,1478.4,1.19,1.65,130.0,C   ,633878.0,1.0,1.0,72.0
1400.0,105.6,18.5,0.45,130.0,C   ,280035.0,1.0,1.0,17.0
1074.0,-99.0,2.87,1.23,130.0,B   ,106176.0,2.0,1.0,27.0
1326.0,4857.6,7.12,0.46,140.0,HVHZ,183640.0,1.0,1.0,62.0
4113.0,844.8,13.43,1.1,130.0,C   ,432823.0,1.0,2.0,52.0
2739.0,-99.0,0.7,1.33,123.0,B   ,132501.0,1.0,1.0,66.0
802.0,-99.0,0.07,1.02,120.0,B   ,93880.0,1.0,1.0,88.0
1481.0,-99.0,6.09,1.36,120.0,B   ,153675.0,1.0,1.0,31.0
1130.0,-99.0,31.36,0.81,146.0,HVHZ,112570.0,1.0,1.0,19.0
1438.0,-99.0,6.56,2.08,140.0,B   ,42100.0,1.0,1.0,64.0
2873.0,844.8,23.29,0.9,120.0,C   ,213060.0,1.0,1.0,49.0
3191.0,-99.0,7.96,1.37,140.0,HVHZ,376320.0,1.0,1.0,23.0
1983.0,-99.0,6.89,0.48,130.0,B   ,110635.0,1.0,1.0,46.0
2232.0,-99.0,1.98,1.32,120.0,B   ,258880.0,1.0,1.0,25.0
2125.0,-99.0,1.67,0.35,110.0,B   ,210331.0,1.0,1.0,44.0
1379.0,3168.0,10.91,0.67,131.0,B   ,390088.0,1.0,1.0,28.0
1851.0,1003.2,59.15,3.49,150.0,B   ,394892.0,1.0,1.0,33.0
2697.0,-99.0,18.21,1.02,120.0,B   ,134150.0,1.0,1.0,35.0
2278.0,-99.0,0.95,0.69,110.0,B   ,255408.0,1.0,1.0,40.0
1749.0,-99.0,1.74,1.13,123.0,B   ,174403.0,1.0,1.0,44.0
2189.0,-99.0,5.91,0.77,140.0,B   ,328150.0,1.0,1.0,55.0
1269.0,-99.0,4.04,0.77,140.0,HVHZ,113190.0,1.0,1.0,65.0
2165.0,-99.0,0.75,1.21,110.0,B   ,168800.0,1.0,1.0,22.0
936.0,1795.2,2.28,0.74,130.0,B   ,86767.0,1.0,1.0,51.0
1629.0,-99.0,0.51,0.67,120.0,B   ,113809.0,1.0,1.0,40.0
1567.0,-99.0,3.19,0.8,120.0,B   ,130027.0,1.0,1.0,39.0
1722.0,-99.0,6.39,1.52,130.0,B   ,147767.0,1.0,1.0,31.0
1477.0,-99.0,0.99,0.34,140.0,HVHZ,180870.0,1.0,1.0,65.0
2846.0,-99.0,6.81,1.58,140.0,HVHZ,422440.0,1.0,1.0,31.0
3647.0,-99.0,8.07,0.62,140.0,B   ,671359.0,1.0,1.0,18.0
2428.0,2534.4,0.65,1.3,120.0,B   ,353952.0,1.0,1.0,53.0
2570.0,-99.0,6.47,0.87,140.0,HVHZ,326810.0,1.0,1.0,30.0
1339.0,-99.0,9.17,0.16,146.0,HVHZ,215747.0,1.0,1.0,85.0
2515.0,-99.0,1.07,2.95,110.0,B   ,143561.0,1.0,1.0,43.0
1773.0,2640.0,9.55,1.06,120.0,C   ,105620.0,1.0,1.0,61.0
2113.0,-99.0,1.07,0.4,146.0,HVHZ,316269.0,1.0,1.0,68.0
1706.0,-99.0,2.46,1.79,150.0,B   ,84300.0,1.0,1.0,46.0
1074.0,475.2,23.58,1.3,136.0,C   ,466080.0,1.0,1.0,43.0
1053.0,-99.0,2.45,0.55,123.0,B   ,115412.0,1.0,1.0,71.0
888.0,686.4,1.64,0.31,120.0,C   ,128284.0,1.0,1.0,68.0
833.0,-99.0,6.94,1.47,146.0,HVHZ,101196.0,1.0,1.0,73.0
840.0,-99.0,2.26,0.51,140.0,HVHZ,69590.0,1.0,1.0,57.0
859.0,-99.0,1.54,0.28,140.0,B   ,98275.0,1.0,1.0,72.0
1190.0,-99.0,0.02,0.87,120.0,B   ,104936.0,1.0,1.0,43.0
1252.0,-99.0,2.84,1.09,120.0,B   ,96934.0,1.0,1.0,48.0
3256.0,316.8,9.45,0.57,146.0,HVHZ,1490933.0,1.0,1.0,88.0
3732.0,-99.0,1.22,0.87,140.0,HVHZ,737090.0,1.0,1.0,33.0
1838.0,4171.2,0.68,1.53,123.0,B   ,138955.0,1.0,1.0,67.0
1396.0,-99.0,3.37,1.12,130.0,B   ,163200.0,1.0,1.0,56.0
2824.0,5121.6,4.51,0.65,130.0,B   ,179821.0,2.0,1.0,38.0
1832.0,-99.0,7.4,0.84,140.0,HVHZ,199430.0,1.0,1.0,59.0
1230.0,-99.0,1.99,1.05,123.0,B   ,84073.0,1.0,1.0,27.0
2284.0,-99.0,25.56,1.38,146.0,HVHZ,290739.0,1.0,1.0,29.0
2152.0,-99.0,0.27,0.64,110.0,B   ,64832.0,1.0,1.0,61.0
2543.0,-99.0,7.11,0.58,140.0,B   ,258241.0,1.0,1.0,70.0
1890.0,-99.0,4.93,0.59,100.0,B   ,97756.0,1.0,1.0,41.0
4216.0,-99.0,4.91,1.21,140.0,B   ,787805.0,1.0,1.0,37.0
1928.0,-99.0,1.51,0.84,123.0,B   ,185535.0,1.0,1.0,50.0
3896.0,-99.0,14.3,1.75,132.0,B   ,695562.0,1.0,1.0,21.0
2249.0,-99.0,10.08,1.8,131.0,B   ,380148.0,1.0,1.0,26.0
1808.0,2270.4,15.18,2.64,130.0,C   ,130189.0,1.0,1.0,31.0
2471.0,-99.0,3.46,1.23,140.0,HVHZ,636080.0,1.0,1.0,60.0
1590.0,-99.0,8.91,1.2,140.0,B   ,150000.0,1.0,1.0,37.0
1377.0,580.8,4.55,0.51,140.0,HVHZ,362570.0,1.0,1.0,74.0
1900.0,-99.0,1.29,0.68,140.0,HVHZ,186510.0,1.0,1.0,63.0
2078.0,-99.0,7.0,0.82,140.0,HVHZ,231280.0,1.0,1.0,54.0
644.0,1320.0,2.31,1.04,120.0,B   ,70053.0,1.0,1.0,48.0
1704.0,1108.8,1.91,0.99,130.0,B   ,121934.0,1.0,1.0,75.0
1578.0,173.29,5.61,1.24,130.0,C   ,266592.0,1.0,1.0,44.0
1488.0,-99.0,3.79,0.39,140.0,HVHZ,108380.0,1.0,1.0,58.0
1295.0,-99.0,3.33,0.71,140.0,HVHZ,120050.0,1.0,1.0,71.0
3407.0,-99.0,0.6,2.01,110.0,B   ,304299.0,1.0,1.0,55.0
1704.0,-99.0,8.97,1.37,130.0,B   ,107396.0,1.0,1.0,34.0
2221.0,-99.0,1.98,0.35,130.0,B   ,207600.0,1.0,1.0,45.0
2425.0,950.4,3.88,0.73,146.0,HVHZ,515610.0,1.0,1.0,43.0
6925.0,105.6,2.71,0.79,120.0,C   ,1048442.0,1.0,1.0,13.0
1681.0,-99.0,0.8,1.67,100.0,B   ,121686.0,1.0,1.0,35.0
1341.0,528.0,26.55,2.18,140.0,C   ,360000.0,1.0,1.0,21.0
3943.0,-99.0,17.84,1.76,146.0,HVHZ,508687.0,2.0,2.0,100.0
2722.0,3537.6,23.54,0.51,120.0,C   ,204340.0,1.0,1.0,41.0
4045.0,158.4,3.06,1.77,120.0,C   ,856244.0,1.0,1.0,49.0
1819.0,3273.6,1.58,0.75,130.0,B   ,183229.0,1.0,1.0,44.0
1778.0,-99.0,4.86,0.31,140.0,HVHZ,223250.0,1.0,1.0,55.0
1533.0,1531.2,1.03,1.32,130.0,C   ,379665.0,1.0,1.0,59.0
900.0,-99.0,2.28,1.68,140.0,B   ,89499.0,1.0,1.0,42.0
2084.0,1320.0,5.11,2.14,130.0,B   ,152586.0,1.0,1.0,35.0
1834.0,-99.0,3.04,0.95,140.0,B   ,205212.0,1.0,1.0,31.0
1272.0,-99.0,2.75,1.05,130.0,B   ,169000.0,1.0,1.0,45.0
1980.0,105.6,5.91,0.88,130.0,C   ,1198557.0,1.0,1.0,56.0
1553.0,-99.0,10.53,1.92,140.0,B   ,190708.0,1.0,1.0,27.0
1290.0,-99.0,9.27,0.15,140.0,B   ,127773.0,1.0,1.0,41.0
1804.0,4752.0,1.76,1.09,123.0,B   ,182995.0,1.0,1.0,50.0
2145.0,-99.0,9.29,0.4,140.0,B   ,202381.0,1.0,1.0,33.0
3300.0,-99.0,5.29,1.12,140.0,HVHZ,342220.0,1.0,1.0,47.0
3987.0,-99.0,7.47,1.37,146.0,HVHZ,550258.0,1.0,1.0,20.0
1575.0,-99.0,7.29,1.08,140.0,B   ,155000.0,1.0,1.0,30.0
1252.0,4276.8,6.99,2.06,150.0,B   ,134900.0,1.0,1.0,36.0
1474.0,-99.0,0.42,0.9,123.0,B   ,150739.0,1.0,1.0,47.0
1283.0,-99.0,3.2,1.74,140.0,HVHZ,175060.0,1.0,1.0,65.0
900.0,686.4,0.49,0.75,123.0,B   ,118346.0,1.0,1.0,50.0
1573.0,-99.0,29.44,0.55,146.0,HVHZ,181972.0,1.0,1.0,55.0
1146.0,-99.0,0.76,0.85,123.0,B   ,128388.0,1.0,1.0,70.0
1658.0,-99.0,0.7,0.46,100.0,B   ,209350.0,1.0,1.0,22.0
1518.0,2376.0,3.27,1.31,120.0,B   ,142959.0,1.0,1.0,46.0
2205.0,-99.0,6.0,2.2,140.0,B   ,230281.0,1.0,1.0,37.0
1632.0,2851.2,20.94,0.38,120.0,C   ,163660.0,1.0,1.0,66.0
3949.0,-99.0,3.48,0.94,140.0,B   ,614274.0,1.0,1.0,34.0
2284.0,-99.0,7.33,1.21,140.0,HVHZ,304260.0,1.0,1.0,58.0
452.0,-99.0,3.4,0.92,130.0,B   ,65400.0,1.0,1.0,46.0
944.0,-99.0,10.98,1.33,140.0,B   ,93062.0,1.0,1.0,44.0
1498.0,4963.2,3.84,1.36,120.0,B   ,108753.0,1.0,1.0,48.0
4933.0,-99.0,4.17,1.34,119.0,B   ,646886.0,3.0,3.0,38.0
1739.0,-99.0,4.42,0.88,146.0,HVHZ,139564.0,1.0,1.0,74.0
2249.0,-99.0,6.43,0.38,140.0,HVHZ,308560.0,1.0,1.0,66.0
