AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,NumberOfBuildings,NumberOfUnits,Age,Terrain_B   ,Terrain_C   ,Terrain_HVHZ
2112.0,-99.0,3.27,1.12,130.0,1.0,1.0,36.0,True,False,False
2407.0,-99.0,5.42,0.78,140.0,1.0,1.0,55.0,False,False,True
2204.0,-99.0,19.5,0.58,146.0,1.0,1.0,67.0,False,False,True
1920.0,-99.0,9.99,1.29,140.0,1.0,1.0,36.0,True,False,False
3526.0,-99.0,8.96,2.54,130.0,1.0,1.0,34.0,True,False,False
2236.0,-99.0,1.36,0.64,140.0,1.0,1.0,52.0,False,False,True
2236.0,-99.0,1.36,0.64,140.0,1.0,1.0,52.0,False,False,True
1788.0,-99.0,0.49,0.46,120.0,1.0,1.0,59.0,True,False,False
1788.0,-99.0,0.49,0.46,120.0,1.0,1.0,59.0,True,False,False
1678.0,-99.0,17.3,0.86,146.0,1.0,1.0,66.0,False,False,True
1678.0,-99.0,17.3,0.86,146.0,1.0,1.0,66.0,False,False,True
1406.0,-99.0,23.97,0.84,146.0,1.0,1.0,48.0,False,False,True
1528.0,-99.0,3.3,2.55,130.0,1.0,1.0,47.0,True,False,False
1350.0,-99.0,1.09,0.75,123.0,1.0,1.0,68.0,True,False,False
1789.0,-99.0,1.83,0.48,130.0,1.0,1.0,54.0,True,False,False
1789.0,-99.0,1.83,0.48,130.0,1.0,1.0,54.0,True,False,False
1627.0,-99.0,6.14,0.87,140.0,1.0,1.0,42.0,True,False,False
1917.0,-99.0,7.71,5.87,126.0,1.0,1.0,28.0,True,False,False
1917.0,-99.0,7.71,5.87,126.0,1.0,1.0,28.0,True,False,False
2005.0,2904.0,25.01,0.36,120.0,1.0,1.0,59.0,False,True,False
1108.0,1531.2,2.42,0.83,130.0,1.0,1.0,43.0,False,True,False
1157.0,-99.0,12.49,0.65,146.0,1.0,1.0,79.0,False,False,True
2312.0,-99.0,25.83,0.66,146.0,1.0,1.0,34.0,False,False,True
4634.0,-99.0,4.26,1.78,140.0,1.0,1.0,30.0,True,False,False
4634.0,-99.0,4.26,1.78,140.0,1.0,1.0,30.0,True,False,False
1969.0,2428.8,25.16,0.54,120.0,1.0,1.0,48.0,False,True,False
1534.0,-99.0,1.98,0.6,140.0,1.0,1.0,40.0,True,False,False
938.0,-99.0,0.91,1.24,130.0,1.0,1.0,38.0,True,False,False
2036.0,-99.0,5.08,0.85,130.0,1.0,1.0,34.0,True,False,False
1711.0,-99.0,4.0,0.51,140.0,1.0,1.0,56.0,True,False,False
1937.0,4857.6,9.69,1.1,130.0,1.0,1.0,38.0,True,False,False
1986.0,3696.0,5.01,0.89,140.0,1.0,1.0,20.0,True,False,False
1791.0,-99.0,2.53,1.03,140.0,1.0,1.0,56.0,False,False,True
1224.0,-99.0,8.48,0.39,140.0,1.0,1.0,50.0,True,False,False
1872.0,-99.0,25.39,1.32,146.0,1.0,1.0,31.0,False,False,True
1872.0,-99.0,25.39,1.32,146.0,1.0,1.0,31.0,False,False,True
3379.0,-99.0,3.61,0.49,140.0,1.0,1.0,42.0,True,False,False
5861.0,369.6,16.38,2.14,120.0,1.0,1.0,35.0,False,True,False
5861.0,369.6,16.38,2.14,120.0,1.0,1.0,35.0,False,True,False
5861.0,369.6,16.38,2.14,120.0,1.0,1.0,35.0,False,True,False
1891.0,3273.6,18.99,1.26,120.0,1.0,1.0,52.0,True,False,False
2193.0,-99.0,0.46,1.05,120.0,1.0,1.0,84.0,True,False,False
6143.0,1742.4,24.08,0.61,120.0,1.0,1.0,32.0,False,True,False
2014.0,-99.0,0.56,1.26,120.0,1.0,1.0,46.0,True,False,False
2014.0,-99.0,0.56,1.26,120.0,1.0,1.0,46.0,True,False,False
2581.0,-99.0,11.54,0.95,140.0,1.0,1.0,40.0,True,False,False
2581.0,-99.0,11.54,0.95,140.0,1.0,1.0,40.0,True,False,False
1512.0,-99.0,0.99,0.39,130.0,1.0,2.0,50.0,True,False,False
2074.0,1531.2,23.11,0.79,120.0,1.0,1.0,67.0,False,True,False
1938.0,-99.0,0.78,0.59,123.0,1.0,1.0,72.0,True,False,False
1610.0,-99.0,22.04,0.46,120.0,1.0,1.0,60.0,True,False,False
1282.0,3960.0,1.44,0.74,130.0,1.0,1.0,65.0,True,False,False
1716.0,-99.0,3.38,0.83,140.0,1.0,1.0,58.0,True,False,False
1716.0,-99.0,3.38,0.83,140.0,1.0,1.0,58.0,True,False,False
1464.0,-99.0,3.98,1.83,140.0,1.0,1.0,34.0,True,False,False
1364.0,-99.0,0.36,1.6,130.0,1.0,1.0,55.0,True,False,False
2434.0,-99.0,6.98,0.68,130.0,1.0,1.0,33.0,True,False,False
2434.0,-99.0,6.98,0.68,130.0,1.0,1.0,33.0,True,False,False
1742.0,-99.0,4.93,1.16,130.0,3.0,1.0,44.0,True,False,False
1742.0,-99.0,4.93,1.16,130.0,3.0,1.0,44.0,True,False,False
1432.0,4699.2,7.22,1.26,140.0,1.0,1.0,39.0,True,False,False
2364.0,-99.0,6.86,1.29,140.0,1.0,1.0,24.0,True,False,False
2125.0,-99.0,5.02,1.51,140.0,1.0,1.0,46.0,False,False,True
1376.0,-99.0,11.36,1.08,140.0,1.0,1.0,55.0,True,False,False
2619.0,-99.0,0.62,1.14,120.0,1.0,1.0,75.0,True,False,False
2619.0,-99.0,0.62,1.14,120.0,1.0,1.0,75.0,True,False,False
2619.0,-99.0,0.62,1.14,120.0,1.0,1.0,75.0,True,False,False
3056.0,-99.0,9.26,0.95,140.0,1.0,1.0,44.0,False,False,True
2046.0,-99.0,4.23,1.0,140.0,1.0,1.0,34.0,True,False,False
1968.0,-99.0,22.11,0.25,146.0,1.0,1.0,36.0,False,False,True
1778.0,-99.0,12.14,0.41,140.0,1.0,1.0,51.0,True,False,False
2004.0,-99.0,2.52,1.34,140.0,1.0,1.0,56.0,False,False,True
1927.0,1584.0,19.01,1.34,120.0,1.0,1.0,51.0,False,True,False
1841.0,-99.0,4.81,1.07,140.0,1.0,1.0,31.0,False,False,True
1841.0,-99.0,4.81,1.07,140.0,1.0,1.0,31.0,False,False,True
3632.0,-99.0,25.39,0.83,146.0,1.0,1.0,34.0,False,False,True
1270.0,-99.0,4.59,0.65,132.0,1.0,1.0,48.0,True,False,False
2713.0,-99.0,21.26,1.35,120.0,1.0,1.0,45.0,True,False,False
3421.0,-99.0,6.14,1.65,130.0,1.0,1.0,30.0,True,False,False
1106.0,-99.0,4.59,0.71,131.0,1.0,1.0,38.0,True,False,False
965.0,-99.0,4.59,1.17,131.0,1.0,1.0,38.0,True,False,False
2578.0,528.0,25.26,1.19,120.0,1.0,1.0,55.0,False,True,False
2031.0,-99.0,18.14,1.01,120.0,1.0,1.0,50.0,True,False,False
2031.0,-99.0,18.14,1.01,120.0,1.0,1.0,50.0,True,False,False
1077.0,-99.0,1.42,1.27,140.0,1.0,1.0,67.0,False,False,True
1668.0,-99.0,2.81,0.85,140.0,1.0,1.0,52.0,True,False,False
2054.0,1056.0,1.46,0.48,130.0,1.0,1.0,64.0,False,True,False
2282.0,792.0,1.85,1.49,123.0,1.0,1.0,73.0,False,True,False
2239.0,1531.2,10.8,1.09,130.0,1.0,1.0,43.0,True,False,False
2346.0,-99.0,0.7,1.25,120.0,1.0,1.0,27.0,True,False,False
1904.0,-99.0,0.79,1.37,140.0,1.0,1.0,58.0,False,False,True
1899.0,4012.8,11.52,1.34,130.0,1.0,1.0,44.0,True,False,False
1899.0,4012.8,11.52,1.34,130.0,1.0,1.0,44.0,True,False,False
2505.0,-99.0,4.94,1.99,130.0,1.0,1.0,40.0,True,False,False
3946.0,-99.0,3.35,0.79,140.0,1.0,1.0,34.0,True,False,False
3946.0,-99.0,3.35,0.79,140.0,1.0,1.0,34.0,True,False,False
1884.0,950.4,24.0,0.92,120.0,1.0,1.0,68.0,False,True,False
2472.0,-99.0,4.8,1.3,140.0,1.0,1.0,46.0,False,False,True
2472.0,-99.0,4.8,1.3,140.0,1.0,1.0,46.0,False,False,True
1190.0,-99.0,1.47,0.6,130.0,1.0,1.0,44.0,True,False,False
1288.0,-99.0,3.0,0.87,140.0,1.0,1.0,40.0,True,False,False
1288.0,-99.0,3.0,0.87,140.0,1.0,1.0,40.0,True,False,False
1288.0,-99.0,3.0,0.87,140.0,1.0,1.0,40.0,True,False,False
2982.0,211.2,1.23,0.09,120.0,1.0,1.0,149.0,False,True,False
2982.0,211.2,1.23,0.09,120.0,1.0,1.0,149.0,False,True,False
6810.0,-99.0,0.51,0.17,140.0,1.0,1.0,38.0,False,False,True
6810.0,-99.0,0.51,0.17,140.0,1.0,1.0,38.0,False,False,True
6810.0,-99.0,0.51,0.17,140.0,1.0,1.0,38.0,False,False,True
2021.0,-99.0,0.48,1.8,120.0,1.0,1.0,49.0,True,False,False
1815.0,1636.8,0.55,1.38,120.0,1.0,1.0,67.0,True,False,False
1680.0,1108.8,9.44,0.65,120.0,1.0,1.0,62.0,False,True,False
1930.0,-99.0,4.08,2.03,130.0,1.0,1.0,33.0,True,False,False
2536.0,-99.0,1.86,0.77,140.0,1.0,1.0,34.0,True,False,False
2186.0,-99.0,1.94,1.7,120.0,1.0,1.0,29.0,True,False,False
1832.0,3696.0,10.4,0.58,130.0,1.0,1.0,51.0,True,False,False
1621.0,-99.0,6.61,1.68,140.0,1.0,1.0,53.0,True,False,False
1556.0,-99.0,13.97,0.62,110.0,1.0,1.0,31.0,True,False,False
1982.0,-99.0,0.68,0.99,130.0,1.0,1.0,64.0,True,False,False
3794.0,-99.0,6.83,0.79,130.0,1.0,1.0,30.0,True,False,False
2580.0,-99.0,7.84,0.3,130.0,1.0,1.0,52.0,True,False,False
1283.0,5068.8,11.04,1.16,131.0,1.0,1.0,60.0,True,False,False
1476.0,3960.0,1.58,0.61,130.0,1.0,1.0,35.0,True,False,False
1160.0,-99.0,13.84,0.53,130.0,1.0,1.0,35.0,True,False,False
1160.0,-99.0,13.84,0.53,130.0,1.0,1.0,35.0,True,False,False
2253.0,-99.0,3.2,0.82,140.0,1.0,1.0,45.0,True,False,False
1669.0,1214.4,10.86,0.97,130.0,1.0,1.0,44.0,True,False,False
2686.0,2956.8,5.05,1.53,130.0,1.0,1.0,28.0,True,False,False
1671.0,-99.0,3.99,2.15,130.0,1.0,1.0,30.0,True,False,False
2538.0,-99.0,9.41,0.6,140.0,1.0,1.0,30.0,True,False,False
910.0,475.2,2.83,0.13,120.0,1.0,1.0,74.0,False,True,False
2052.0,-99.0,4.39,2.06,140.0,1.0,1.0,61.0,True,False,False
1768.0,-99.0,4.29,1.09,130.0,1.0,1.0,58.0,True,False,False
2671.0,-99.0,5.59,1.62,130.0,1.0,1.0,48.0,True,False,False
2269.0,2217.6,22.86,0.77,120.0,1.0,1.0,60.0,False,True,False
2269.0,2217.6,22.86,0.77,120.0,1.0,1.0,60.0,False,True,False
1830.0,-99.0,1.0,0.58,123.0,1.0,1.0,96.0,True,False,False
1445.0,-99.0,7.53,0.77,146.0,1.0,1.0,50.0,False,False,True
2856.0,2587.2,0.7,1.18,123.0,1.0,1.0,65.0,False,True,False
2937.0,3801.6,11.43,0.65,130.0,1.0,1.0,36.0,True,False,False
1648.0,-99.0,4.9,1.75,130.0,1.0,1.0,32.0,True,False,False
2607.0,-99.0,3.88,1.22,140.0,1.0,1.0,33.0,True,False,False
2607.0,-99.0,3.88,1.22,140.0,1.0,1.0,33.0,True,False,False
2122.0,-99.0,11.8,1.03,140.0,1.0,1.0,50.0,True,False,False
2325.0,-99.0,25.21,1.69,146.0,1.0,1.0,36.0,False,False,True
1699.0,-99.0,6.06,1.53,130.0,1.0,1.0,34.0,True,False,False
1699.0,-99.0,6.06,1.53,130.0,1.0,1.0,34.0,True,False,False
1876.0,4646.4,2.48,1.22,130.0,1.0,1.0,52.0,True,False,False
1757.0,-99.0,0.89,1.56,123.0,1.0,1.0,52.0,True,False,False
1333.0,-99.0,3.22,0.27,140.0,1.0,1.0,65.0,False,False,True
1333.0,-99.0,3.22,0.27,140.0,1.0,1.0,65.0,False,False,True
1369.0,-99.0,4.6,0.25,140.0,1.0,1.0,43.0,True,False,False
1120.0,2006.4,12.47,0.88,120.0,1.0,1.0,23.0,False,True,False
2184.0,-99.0,2.63,0.36,140.0,1.0,1.0,43.0,False,False,True
2184.0,-99.0,2.63,0.36,140.0,1.0,1.0,43.0,False,False,True
1793.0,-99.0,13.71,0.46,146.0,1.0,1.0,39.0,False,False,True
2715.0,-99.0,5.12,1.43,140.0,1.0,1.0,45.0,False,False,True
3476.0,-99.0,3.76,0.81,140.0,1.0,1.0,33.0,False,False,True
1331.0,-99.0,3.24,0.95,120.0,1.0,1.0,46.0,True,False,False
1909.0,-99.0,0.4,1.14,123.0,1.0,1.0,51.0,True,False,False
1909.0,-99.0,0.4,1.14,123.0,1.0,1.0,51.0,True,False,False
1446.0,-99.0,6.65,1.26,140.0,1.0,1.0,45.0,False,False,True
3659.0,-99.0,6.64,1.04,140.0,1.0,1.0,51.0,True,False,False
2441.0,3062.4,3.0,0.77,120.0,1.0,1.0,37.0,False,True,False
2441.0,3062.4,3.0,0.77,120.0,1.0,1.0,37.0,False,True,False
1824.0,-99.0,3.54,2.17,130.0,1.0,1.0,32.0,True,False,False
2336.0,-99.0,2.58,0.62,140.0,1.0,1.0,31.0,True,False,False
2336.0,-99.0,2.58,0.62,140.0,1.0,1.0,31.0,True,False,False
2336.0,-99.0,2.58,0.62,140.0,1.0,1.0,31.0,True,False,False
2336.0,-99.0,2.58,0.62,140.0,1.0,1.0,31.0,True,False,False
2248.0,-99.0,5.43,2.1,129.0,1.0,1.0,30.0,True,False,False
1409.0,-99.0,7.65,0.59,140.0,1.0,1.0,48.0,False,False,True
670.0,-99.0,10.04,1.92,131.0,1.0,1.0,24.0,True,False,False
670.0,-99.0,10.04,1.92,131.0,1.0,1.0,24.0,True,False,False
1827.0,-99.0,16.6,0.57,146.0,1.0,1.0,74.0,False,False,True
2016.0,-99.0,4.94,0.43,140.0,1.0,1.0,36.0,False,False,True
1109.0,-99.0,4.59,1.95,131.0,1.0,1.0,37.0,True,False,False
3400.0,-99.0,24.71,1.61,146.0,1.0,1.0,50.0,False,False,True
1355.0,-99.0,6.3,0.26,140.0,1.0,1.0,58.0,False,False,True
2231.0,-99.0,0.75,1.5,123.0,1.0,1.0,67.0,True,False,False
2710.0,105.6,6.08,0.94,130.0,1.0,1.0,53.0,False,True,False
1259.0,5174.4,12.47,1.06,132.0,1.0,1.0,72.0,True,False,False
1362.0,-99.0,6.94,1.37,140.0,1.0,1.0,51.0,True,False,False
1362.0,-99.0,6.94,1.37,140.0,1.0,1.0,51.0,True,False,False
1209.0,-99.0,2.41,0.66,130.0,1.0,1.0,45.0,True,False,False
2143.0,-99.0,5.5,0.68,140.0,1.0,1.0,46.0,False,False,True
2185.0,950.4,6.06,1.66,140.0,1.0,1.0,46.0,False,True,False
1624.0,-99.0,10.96,1.65,140.0,1.0,1.0,46.0,True,False,False
2978.0,1953.6,23.82,0.89,120.0,1.0,1.0,61.0,False,True,False
2978.0,1953.6,23.82,0.89,120.0,1.0,1.0,61.0,False,True,False
1767.0,-99.0,3.57,1.28,140.0,1.0,1.0,38.0,False,False,True
1152.0,-99.0,6.82,1.44,130.0,1.0,1.0,37.0,True,False,False
1848.0,-99.0,4.9,1.1,140.0,1.0,1.0,52.0,False,False,True
2442.0,-99.0,5.84,1.14,140.0,1.0,1.0,39.0,False,False,True
2415.0,-99.0,6.04,1.05,140.0,1.0,1.0,35.0,False,False,True
2415.0,-99.0,6.04,1.05,140.0,1.0,1.0,35.0,False,False,True
2386.0,-99.0,7.44,1.11,140.0,1.0,1.0,51.0,False,False,True
1326.0,3590.4,4.71,0.75,130.0,1.0,1.0,61.0,True,False,False
1649.0,-99.0,18.67,1.06,120.0,1.0,1.0,51.0,True,False,False
1649.0,-99.0,18.67,1.06,120.0,1.0,1.0,51.0,True,False,False
1868.0,-99.0,1.57,2.2,130.0,2.0,1.0,44.0,True,False,False
3874.0,-99.0,25.34,1.36,146.0,1.0,1.0,44.0,False,False,True
1276.0,4963.2,1.74,0.8,130.0,1.0,1.0,31.0,True,False,False
1870.0,-99.0,9.99,1.26,140.0,1.0,1.0,36.0,True,False,False
2607.0,-99.0,8.07,0.98,140.0,1.0,1.0,50.0,True,False,False
1919.0,-99.0,3.13,0.44,140.0,1.0,1.0,69.0,True,False,False
2011.0,-99.0,1.74,1.63,140.0,1.0,1.0,38.0,True,False,False
2417.0,-99.0,8.31,0.86,130.0,1.0,1.0,34.0,True,False,False
1488.0,-99.0,8.11,0.96,140.0,1.0,1.0,64.0,True,False,False
1488.0,-99.0,8.11,0.96,140.0,1.0,1.0,64.0,True,False,False
1910.0,-99.0,6.62,0.47,140.0,1.0,1.0,46.0,False,False,True
2934.0,3590.4,2.62,1.11,140.0,1.0,1.0,68.0,True,False,False
1442.0,1108.8,2.01,1.25,120.0,1.0,1.0,68.0,True,False,False
1383.0,-99.0,5.2,0.44,140.0,1.0,1.0,62.0,True,False,False
1383.0,-99.0,5.2,0.44,140.0,1.0,1.0,62.0,True,False,False
1991.0,4910.4,7.0,0.74,120.0,1.0,1.0,59.0,True,False,False
4514.0,105.6,1.81,1.23,123.0,1.0,1.0,62.0,False,True,False
2172.0,-99.0,22.17,0.78,120.0,1.0,1.0,66.0,True,False,False
2172.0,-99.0,22.17,0.78,120.0,1.0,1.0,66.0,True,False,False
2172.0,-99.0,22.17,0.78,120.0,1.0,1.0,66.0,True,False,False
2172.0,-99.0,22.17,0.78,120.0,1.0,1.0,66.0,True,False,False
2201.0,-99.0,6.09,1.18,140.0,1.0,1.0,67.0,True,False,False
1864.0,-99.0,1.45,0.31,123.0,1.0,1.0,70.0,True,False,False
1454.0,-99.0,6.86,1.69,150.0,1.0,1.0,40.0,True,False,False
2263.0,-99.0,8.11,1.24,129.0,1.0,1.0,32.0,True,False,False
2064.0,1900.8,25.48,0.84,120.0,1.0,1.0,51.0,False,True,False
2064.0,1900.8,25.48,0.84,120.0,1.0,1.0,51.0,False,True,False
1937.0,-99.0,2.85,1.31,120.0,3.0,1.0,55.0,True,False,False
1937.0,-99.0,2.85,1.31,120.0,3.0,1.0,55.0,True,False,False
2170.0,1636.8,1.08,1.36,123.0,1.0,1.0,67.0,False,True,False
1389.0,-99.0,0.34,1.14,130.0,1.0,1.0,68.0,True,False,False
1389.0,-99.0,0.34,1.14,130.0,1.0,1.0,68.0,True,False,False
1283.0,1848.0,1.05,0.78,130.0,1.0,1.0,99.0,True,False,False
2667.0,-99.0,13.37,0.8,130.0,1.0,2.0,42.0,True,False,False
3259.0,-99.0,4.91,1.42,130.0,1.0,1.0,47.0,True,False,False
1218.0,-99.0,9.3,1.28,130.0,1.0,1.0,43.0,True,False,False
921.0,264.0,4.18,0.34,130.0,1.0,1.0,64.0,False,True,False
921.0,264.0,4.18,0.34,130.0,1.0,1.0,64.0,False,True,False
1857.0,-99.0,7.12,1.1,140.0,1.0,1.0,35.0,True,False,False
1768.0,-99.0,10.89,0.67,140.0,1.0,1.0,49.0,True,False,False
1587.0,-99.0,10.58,1.62,140.0,1.0,1.0,34.0,True,False,False
1539.0,1900.8,5.7,0.6,140.0,1.0,1.0,33.0,False,True,False
1743.0,-99.0,3.33,2.56,130.0,1.0,1.0,41.0,True,False,False
1743.0,-99.0,3.33,2.56,130.0,1.0,1.0,41.0,True,False,False
2416.0,-99.0,4.04,0.32,140.0,1.0,1.0,55.0,True,False,False
2122.0,-99.0,7.88,0.72,140.0,1.0,1.0,44.0,False,False,True
2122.0,-99.0,7.88,0.72,140.0,1.0,1.0,44.0,False,False,True
2487.0,-99.0,0.64,0.54,120.0,1.0,1.0,62.0,True,False,False
3452.0,-99.0,1.51,0.65,123.0,1.0,1.0,43.0,True,False,False
1832.0,-99.0,7.93,0.84,140.0,1.0,1.0,53.0,False,False,True
1658.0,1636.8,9.37,1.29,140.0,1.0,1.0,39.0,False,True,False
1308.0,-99.0,2.24,0.91,130.0,1.0,1.0,64.0,True,False,False
3358.0,4910.4,1.05,0.82,123.0,1.0,1.0,45.0,True,False,False
3358.0,4910.4,1.05,0.82,123.0,1.0,1.0,45.0,True,False,False
3358.0,4910.4,1.05,0.82,123.0,1.0,1.0,45.0,True,False,False
1841.0,-99.0,4.87,1.03,140.0,1.0,1.0,32.0,False,False,True
1837.0,-99.0,7.75,0.53,140.0,1.0,1.0,46.0,False,False,True
1837.0,-99.0,7.75,0.53,140.0,1.0,1.0,46.0,False,False,True
2273.0,-99.0,5.39,1.17,140.0,1.0,1.0,45.0,False,False,True
1961.0,-99.0,6.36,0.55,140.0,1.0,1.0,45.0,True,False,False
1494.0,-99.0,6.53,0.76,130.0,1.0,1.0,45.0,True,False,False
1494.0,-99.0,6.53,0.76,130.0,1.0,1.0,45.0,True,False,False
2212.0,-99.0,24.0,1.05,146.0,1.0,1.0,48.0,False,False,True
2906.0,-99.0,23.53,0.59,120.0,1.0,1.0,30.0,True,False,False
1961.0,-99.0,4.07,1.01,140.0,1.0,1.0,36.0,True,False,False
1961.0,-99.0,4.07,1.01,140.0,1.0,1.0,36.0,True,False,False
1511.0,-99.0,8.79,0.67,140.0,1.0,1.0,35.0,True,False,False
1949.0,-99.0,25.17,1.07,120.0,1.0,1.0,63.0,True,False,False
2513.0,-99.0,4.64,1.02,140.0,1.0,1.0,31.0,False,False,True
1508.0,-99.0,3.99,0.55,140.0,1.0,1.0,64.0,False,False,True
1508.0,-99.0,3.99,0.55,140.0,1.0,1.0,64.0,False,False,True
1951.0,-99.0,4.84,1.67,129.0,1.0,1.0,51.0,True,False,False
1500.0,-99.0,2.79,0.85,140.0,1.0,1.0,56.0,True,False,False
1500.0,-99.0,2.79,0.85,140.0,1.0,1.0,56.0,True,False,False
1500.0,-99.0,2.79,0.85,140.0,1.0,1.0,56.0,True,False,False
1500.0,-99.0,2.79,0.85,140.0,1.0,1.0,56.0,True,False,False
1368.0,-99.0,9.97,1.31,140.0,1.0,1.0,45.0,True,False,False
1368.0,-99.0,9.97,1.31,140.0,1.0,1.0,45.0,True,False,False
2034.0,4224.0,1.25,0.66,130.0,1.0,1.0,68.0,True,False,False
1924.0,-99.0,1.85,0.19,140.0,1.0,1.0,58.0,False,False,True
1674.0,-99.0,4.55,1.88,130.0,1.0,1.0,54.0,True,False,False
2347.0,475.2,1.98,1.6,123.0,1.0,1.0,73.0,False,True,False
2122.0,-99.0,24.7,1.0,146.0,1.0,1.0,45.0,False,False,True
1115.0,-99.0,37.17,1.21,146.0,1.0,1.0,62.0,False,False,True
3153.0,-99.0,6.99,1.06,140.0,1.0,1.0,46.0,False,False,True
3153.0,-99.0,6.99,1.06,140.0,1.0,1.0,46.0,False,False,True
3153.0,-99.0,6.99,1.06,140.0,1.0,1.0,46.0,False,False,True
3153.0,-99.0,6.99,1.06,140.0,1.0,1.0,46.0,False,False,True
2113.0,-99.0,2.5,1.29,140.0,1.0,1.0,42.0,True,False,False
2293.0,-99.0,5.99,0.84,140.0,2.0,1.0,37.0,False,False,True
1872.0,-99.0,24.81,0.94,146.0,1.0,1.0,36.0,False,False,True
1370.0,-99.0,1.56,0.95,140.0,1.0,1.0,63.0,False,False,True
3005.0,-99.0,17.59,1.17,120.0,1.0,1.0,41.0,True,False,False
3005.0,-99.0,17.59,1.17,120.0,1.0,1.0,41.0,True,False,False
3005.0,-99.0,17.59,1.17,120.0,1.0,1.0,41.0,True,False,False
1483.0,-99.0,8.8,0.61,140.0,1.0,1.0,36.0,True,False,False
1207.0,-99.0,0.4,1.28,120.0,1.0,1.0,38.0,True,False,False
1460.0,-99.0,0.55,1.46,130.0,1.0,1.0,69.0,True,False,False
1751.0,-99.0,1.61,0.72,123.0,1.0,1.0,65.0,True,False,False
2351.0,-99.0,7.67,0.19,140.0,1.0,1.0,46.0,True,False,False
1345.0,-99.0,18.87,0.25,120.0,1.0,1.0,36.0,True,False,False
2697.0,580.8,24.25,0.44,120.0,1.0,1.0,63.0,False,True,False
1990.0,-99.0,12.87,0.46,146.0,1.0,1.0,68.0,False,False,True
1990.0,-99.0,12.87,0.46,146.0,1.0,1.0,68.0,False,False,True
1377.0,-99.0,7.99,1.13,140.0,1.0,1.0,46.0,True,False,False
1677.0,-99.0,1.81,1.21,130.0,1.0,1.0,33.0,True,False,False
1176.0,-99.0,1.67,1.95,140.0,1.0,1.0,43.0,True,False,False
2251.0,-99.0,6.51,0.84,140.0,1.0,1.0,60.0,True,False,False
1450.0,-99.0,4.57,1.39,140.0,1.0,1.0,50.0,True,False,False
3743.0,1372.8,12.63,2.13,120.0,1.0,1.0,28.0,False,True,False
3529.0,1531.2,4.23,1.08,130.0,1.0,1.0,82.0,True,False,False
1901.0,-99.0,1.27,0.69,123.0,1.0,1.0,51.0,True,False,False
2124.0,-99.0,6.83,1.3,140.0,1.0,1.0,36.0,True,False,False
1830.0,-99.0,1.25,1.12,123.0,1.0,1.0,55.0,True,False,False
2176.0,1584.0,1.8,1.33,130.0,1.0,1.0,52.0,True,False,False
2157.0,-99.0,0.49,0.75,120.0,1.0,1.0,24.0,True,False,False
1266.0,-99.0,2.08,0.11,140.0,1.0,1.0,43.0,False,False,True
1266.0,-99.0,2.08,0.11,140.0,1.0,1.0,43.0,False,False,True
2037.0,-99.0,5.8,1.14,140.0,1.0,1.0,61.0,True,False,False
2492.0,-99.0,6.29,0.91,140.0,1.0,1.0,65.0,False,False,True
1643.0,-99.0,3.94,1.89,140.0,1.0,1.0,64.0,True,False,False
2728.0,2164.8,8.71,0.42,130.0,1.0,1.0,61.0,True,False,False
4111.0,-99.0,6.43,1.13,130.0,1.0,1.0,46.0,True,False,False
2222.0,-99.0,4.32,1.3,140.0,1.0,1.0,37.0,False,False,True
2222.0,-99.0,4.32,1.3,140.0,1.0,1.0,37.0,False,False,True
2222.0,-99.0,4.32,1.3,140.0,1.0,1.0,37.0,False,False,True
1292.0,1267.2,1.49,0.52,130.0,1.0,1.0,65.0,False,True,False
3121.0,1848.0,23.14,0.72,120.0,1.0,1.0,50.0,False,True,False
2885.0,-99.0,1.66,1.27,140.0,1.0,1.0,46.0,False,False,True
4483.0,4065.6,6.22,1.18,130.0,1.0,1.0,26.0,True,False,False
4483.0,4065.6,6.22,1.18,130.0,1.0,1.0,26.0,True,False,False
3539.0,-99.0,7.91,0.38,130.0,1.0,1.0,66.0,True,False,False
1443.0,-99.0,3.18,0.44,140.0,1.0,1.0,59.0,True,False,False
1597.0,-99.0,5.94,1.24,140.0,1.0,1.0,39.0,False,False,True
1051.0,739.2,10.96,0.84,130.0,1.0,1.0,55.0,True,False,False
2141.0,-99.0,25.02,0.4,120.0,1.0,1.0,59.0,True,False,False
2141.0,-99.0,25.02,0.4,120.0,1.0,1.0,59.0,True,False,False
2141.0,-99.0,25.02,0.4,120.0,1.0,1.0,59.0,True,False,False
2529.0,-99.0,6.52,0.79,140.0,1.0,1.0,43.0,False,False,True
1357.0,897.6,1.8,1.01,120.0,1.0,1.0,33.0,True,False,False
1984.0,1953.6,1.04,1.02,123.0,1.0,1.0,44.0,True,False,False
1901.0,-99.0,9.61,1.49,130.0,1.0,1.0,34.0,True,False,False
2148.0,3960.0,7.23,0.49,120.0,1.0,1.0,63.0,False,True,False
1840.0,-99.0,1.95,0.69,140.0,1.0,1.0,67.0,False,False,True
1840.0,-99.0,1.95,0.69,140.0,1.0,1.0,67.0,False,False,True
2146.0,-99.0,11.52,0.92,140.0,1.0,1.0,38.0,True,False,False
2146.0,-99.0,11.52,0.92,140.0,1.0,1.0,38.0,True,False,False
1824.0,-99.0,3.81,0.38,140.0,1.0,1.0,65.0,True,False,False
2650.0,-99.0,8.64,0.81,140.0,1.0,1.0,40.0,False,False,True
